         2093178 function calls (2075061 primitive calls) in 13.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2381(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 getopt.py:56(getopt)
        1    0.000    0.000    0.000    0.000 clock.py:954(ClockBase)
        1    0.000    0.000    0.000    0.000 context.py:27(ProxyContext)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 queues.py:226(PriorityQueue)
        1    0.000    0.000    0.000    0.000 parser.py:59(__init__)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:115(SDL2MotionEventProvider)
        1    0.000    0.000    0.000    0.000 records.py:309(recarray)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:613(ndindex)
        2    0.000    0.000    0.000    0.000 index_tricks.py:754(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:195(_concrete_ndptr)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:642(_register_loader)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:653(_register_writer)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 main.py:61(LuminolApp)
        2    0.000    0.000    0.000    0.000 __init__.py:317(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 events.py:162(AbstractServer)
        1    0.000    0.000    0.000    0.000 locks.py:164(Event)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 windows_events.py:165(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 selector_events.py:995(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 parser.py:136(ParserRuleProperty)
        1    0.000    0.000    0.000    0.000 atlas.py:190(__getitem__)
        1    0.000    0.000    0.000    0.000 img_dds.py:12(ImageLoaderDDS)
        4    0.000    0.000    0.000    0.000 gridlayout.py:318(_fills_from_top_to_bottom)
        1    0.000    0.000    0.000    0.000 provider.py:15(MotionEventProvider)
        1    0.000    0.000    0.000    0.000 serialize.py:29(Tone)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        2    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        7    0.000    0.000    0.000    0.000 enum.py:1040(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        1    0.000    0.000    0.000    0.000 logger.py:322(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:418(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:469(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 random.py:778(SystemRandom)
        1    0.000    0.000    0.000    0.000 base.py:160(add_event_listener)
        1    0.000    0.000    0.000    0.000 weakmethod.py:18(WeakMethod)
        1    0.000    0.000    0.000    0.000 _base.py:558(Executor)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 locks.py:354(Semaphore)
        1    0.000    0.000    0.000    0.000 windows_events.py:189(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 tempfile.py:411(_TemporaryFileCloser)
        2    0.000    0.000    0.000    0.000 widget.py:1424(set_disabled)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:207(_set_minimum_size)
        1    0.000    0.000    0.000    0.000 mouse.py:81(MouseMotionEvent)
        1    0.000    0.000    0.000    0.000 wm_touch.py:19(WM_MotionEvent)
        1    0.000    0.000    0.000    0.000 wm_pen.py:16(WM_Pen)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1313(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 records.py:88(format_parser)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 core.py:8085(_convert2ma)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {method '_get_gl_size' of 'kivy.core.window._window_sdl2._WindowSDL2Storage' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1280(disable)
        1    0.000    0.000    0.000    0.000 configparser.py:168(Error)
        1    0.000    0.000    0.000    0.000 base.py:37(ExceptionHandler)
        1    0.000    0.000    0.000    0.000 clock.py:936(ClockBaseInterruptFreeBehavior)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.000    0.000 locks.py:232(Condition)
        1    0.000    0.000    0.000    0.000 tasks.py:697(_GatheringFuture)
        2    0.000    0.000    0.000    0.000 factory.py:70(is_template)
        1    0.000    0.000    0.000    0.000 parser.py:711(ParserSelectorName)
        1    0.000    0.000    0.000    0.000 img_tex.py:13(ImageLoaderTex)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        2    0.000    0.000    0.000    0.000 gridlayout.py:546(<genexpr>)
        1    0.000    0.000    0.000    0.000 ignorelist.py:14(InputPostprocIgnoreList)
        1    0.000    0.000    0.000    0.000 tuio.py:307(Tuio2dBlbMotionEvent)
        1    0.000    0.000    0.000    0.000 wm_pen.py:41(WM_PenProvider)
        1    0.000    0.000    0.000    0.000 splitter.py:56(SplitterStrip)
        1    0.000    0.000    0.000    0.000 ImageFont.py:755(TransposedFont)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _internal.py:881(recursive)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:174(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:898(_MaskedUnaryOperation)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:654(decorator)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:237(iTXt)
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 {method '_set_cursor_state' of 'kivy.core.window._window_sdl2._WindowSDL2Storage' objects}
        5    0.000    0.000    0.000    0.000 enum.py:259(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1222(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 __init__.py:1040(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1194(_StderrHandler)
        1    0.000    0.000    0.000    0.000 utils.py:374(QueryDict)
        1    0.000    0.000    0.000    0.000 configparser.py:1227(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 __init__.py:104(ModuleContext)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        2    0.000    0.000    0.000    0.000 subprocess.py:1445(_internal_poll)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 windows_events.py:304(ProactorEventLoop)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 Image.py:467(_E)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        2    0.000    0.000    0.000    0.000 gridlayout.py:357(<genexpr>)
        1    0.000    0.000    0.000    0.000 animation.py:503(Parallel)
        1    0.000    0.000    0.000    0.000 doubletap.py:15(InputPostprocDoubleTap)
        1    0.000    0.000    0.000    0.000 dejitter.py:20(InputPostprocDejitter)
        1    0.000    0.000    0.000    0.000 tuio.py:246(Tuio2dCurMotionEvent)
        1    0.000    0.000    0.000    0.000 shape.py:16(ShapeRect)
        1    0.000    0.000    0.000    0.000 wm_touch.py:52(WM_MotionEventProvider)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 leapfinger.py:38(LeapFingerEventProvider)
        1    0.000    0.000    0.000    0.000 leftlayout.py:9(LeftLayout)
        1    0.000    0.000    0.000    0.000 config.py:5(Config)
        1    0.000    0.000    0.000    0.000 tilepicker.py:9(TilePicker)
        1    0.000    0.000    0.000    0.000 arrayprint.py:867(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1266(DatetimeFormat)
        5    0.000    0.000    0.000    0.000 platform.py:774(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:260(OGridClass)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:259(PngInfo)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        2    0.000    0.000    0.000    0.000 {method 'ask_update' of 'kivy.graphics.instructions.Canvas' objects}
        1    0.000    0.000    0.000    0.000 {method 'start_clock' of 'kivy._clock.CyClockBase' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:802(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1275(Timer)
        1    0.000    0.000    0.000    0.000 __init__.py:687(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1123(FileHandler)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 configparser.py:360(Interpolation)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 subprocess.py:205(Detach)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 locks.py:432(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 windows_events.py:241(PipeServer)
        1    0.000    0.000    0.000    0.000 tempfile.py:454(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 parser.py:109(ParserException)
        1    0.000    0.000    0.000    0.000 parser.py:693(ParserSelector)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        1    0.000    0.000    0.000    0.000 ddsfile.py:154(QueryDict)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 codenavigation.py:20(CodeNavigationBehavior)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:106(SDL2MotionEvent)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 centerlayout.py:7(CenterLayout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:455(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1240(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
        1    0.000    0.000    0.000    0.000 ImageFile.py:313(StubImageFile)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:47(PpmImageFile)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'kivy.graphics.instructions.InstructionGroup' objects}
        4    0.000    0.000    0.000    0.000 typing.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:936(_set_ident)
        1    0.000    0.000    0.000    0.000 logger.py:320(LogFile)
        1    0.000    0.000    0.000    0.000 __init__.py:766(Filterer)
        1    0.000    0.000    0.000    0.000 utils.py:481(reify)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 context.py:54(Context)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 events.py:575(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 proactor_events.py:431(_ProactorWritePipeTransport)
        1    0.000    0.000    0.000    0.000 widget.py:274(WidgetMetaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:32(CoreCriticalException)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        2    0.000    0.000    0.000    0.000 __init__.py:796(width)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 motionevent.py:96(EnhancedDictionary)
        1    0.000    0.000    0.000    0.000 retaintouch.py:15(InputPostprocRetainTouch)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 leapfinger.py:23(LeapFingerEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:789(_set_text)
        1    0.000    0.000    0.000    0.000 ruby_loader.py:70(DataWriter)
        1    0.000    0.000    0.000    0.000 ImageFont.py:41(_imagingft_not_installed)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1184(IntegerFormat)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:2387(__init__)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:275(DibImageFile)
        1    0.000    0.000    0.000    0.000 {built-in method math.radians}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'kivy.graphics.transformation.Matrix' objects}
        1    0.000    0.000    0.000    0.000 functools.py:953(__set_name__)
        1    0.000    0.000    0.000    0.000 threading.py:1326(_DummyThread)
        1    0.000    0.000    0.000    0.000 logger.py:282(ColoredFormatter)
        4    0.000    0.000    0.000    0.000 __init__.py:238(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:1218(PlaceHolder)
        1    0.000    0.000    0.000    0.000 configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 __init__.py:126(WinFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 queues.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 windows_events.py:904(WindowsProactorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 builder.py:42(BuilderException)
        1    0.000    0.000    0.000    0.000 style.kv:400(<module>)
        1    0.000    0.000    0.000    0.000 widget.py:268(WidgetException)
        1    0.000    0.000    0.000    0.000 __init__.py:134(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1136(on_shape_image)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 treeview.py:259(TreeViewLabel)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1207(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 index_tricks.py:532(CClass)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:85(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'indexof' of 'kivy.graphics.instructions.InstructionGroup' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:315(<genexpr>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:729(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1743(RootLogger)
        1    0.000    0.000    0.000    0.000 random.py:805(seed)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 clock.py:983(ClockBaseFreeInterruptOnly)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:214(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:415(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:428(OleDLL)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:640(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 windows_events.py:900(WindowsSelectorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 proactor_events.py:581(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 factory.py:48(FactoryException)
        2    0.000    0.000    0.000    0.000 style.kv:101(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:170(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:677(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:685(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1014(<module>)
        1    0.000    0.000    0.000    0.000 style.kv:1267(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:802(height)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 Image.py:96(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:2613(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:534(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:581(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 gridlayout.py:114(GridLayoutException)
        2    0.000    0.000    0.000    0.000 gridlayout.py:361(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1651(on_request_close)
        1    0.000    0.000    0.000    0.000 __init__.py:1823(dpi)
        1    0.000    0.000    0.000    0.000 motionevent.py:108(MotionEventMetaclass)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 parser.py:17(ColorException)
        1    0.000    0.000    0.000    0.000 stencilview.py:37(StencilView)
        1    0.000    0.000    0.000    0.000 treeview.py:121(TreeViewException)
        1    0.000    0.000    0.000    0.000 togglebutton.py:33(ToggleButton)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1298(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:430(RClass)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        1    0.000    0.000    0.000    0.000 ImageFile.py:576(PyCodecState)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1036(_idat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 contextlib.py:319(__enter__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 main.py:73(build)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:1140(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1305(_MainThread)
        1    0.000    0.000    0.000    0.000 logger.py:306(ConsoleHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:957(setFormatter)
        1    0.000    0.000    0.000    0.000 config.py:459(<dictcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:243(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:254(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
